ID,Name,Location,Community,Function,Roof Type,Storeys,Building Height,Ground Surface Area
DEBY_LOD2_4955510,DEBYvAAAAABTd1MH,1000,09162000,31001_1000,3100,3,17.23,243.182
DEBY_LOD2_4955511,DEBYvAAAAABTd1GM,1000,09162000,31001_1000,2100,5,19.441,248.985
DEBY_LOD2_4955512,DEBYvAAAAABTd1IG,1000,09162000,31001_1000,1000,3,17.332,345.413
DEBY_LOD2_4955513,DEBYvAAAAABTd1HE,1000,09162000,31001_9998,3100,4,20.296,256.182
DEBY_LOD2_4955571,DEBYvAAAAABTd1LY,1000,09162000,31001_9998,3100,4,20.766,313.983
DEBY_LOD2_4955572,DEBYvAAAAABTd1Gu,1000,09162000,31001_9998,9999,4,20.871,316.031
DEBY_LOD2_4955573,DEBYvAAAAABTd1Sj,1000,09162000,31001_9998,9999,2,18.211,546.743
DEBY_LOD2_4955574,DEBYvAAAAABTd1RN,1000,09162000,31001_3000,3100,3,28.591,2640.606
DEBY_LOD2_4955575,DEBYvAAAAABTd1Oo,1000,09162000,31001_9998,3100,2,18.48,194.930
DEBY_LOD2_4955576,DEBYvAAAAABTd1YX,1000,09162000,31001_1000,3100,5,21.082,409.608
DEBY_LOD2_4955577,DEBYvAAAAABTd1kD,1000,09162000,31001_1000,2100,3,8.929,91.332
DEBY_LOD2_4955578,DEBYvAAAAABTd1jb,1000,09162000,31001_1000,3100,5,20.998,283.730
DEBY_LOD2_4955579,DEBYvAAAAABTd1iY,1000,09162000,31001_1000,3100,4,20.368,277.190
DEBY_LOD2_4955580,DEBYvAAAAABTd1fh,1000,09162000,31001_9998,1000,6,23.57,311.128
DEBY_LOD2_4955581,DEBYvAAAAABTd1f3,1000,09162000,31001_9998,2100,2,10.755,470.354
DEBY_LOD2_4955582,DEBYvAAAAABTd1r0,1000,09162000,31001_9998,1000,,5.885,165.208
DEBY_LOD2_4955583,DEBYvAAAAABTd1rk,1000,09162000,31001_9998,3100,4,19.483,290.132
DEBY_LOD2_4955584,DEBYvAAAAABTd1qV,1000,09162000,31001_9998,3100,3,10.6,175.524
DEBY_LOD2_4955641,DEBYvAAAAABTd1vq,1000,09162000,31001_1000,3100,4,20.965,154.784
DEBY_LOD2_4955642,DEBYvAAAAABTd10L,1000,09162000,31001_9998,3100,4,20.683,148.006
DEBY_LOD2_4955643,DEBYvAAAAABTd1yf,1000,09162000,31001_9998,1000,2,7.201,101.747
DEBY_LOD2_4955644,DEBYvAAAAABTd10F,1000,09162000,31001_9998,3100,4,20.718,147.837
DEBY_LOD2_4955645,DEBYvAAAAABTd1z0,1000,09162000,31001_9998,3100,3,16.102,170.112
DEBY_LOD2_4955646,DEBYvAAAAABTd11o,1000,09162000,31001_9998,3100,4,20.483,156.247
DEBY_LOD2_4955647,DEBYvAAAAABTd12T,1000,09162000,31001_9998,2100,,16.538,126.842
DEBY_LOD2_4955648,DEBYvAAAAABTd15G,1000,09162000,31001_9998,3100,4,20.444,255.590
DEBY_LOD2_4955649,DEBYvAAAAABTd19Q,1000,09162000,31001_9998,1000,,10.42,169.177
DEBY_LOD2_4955650,DEBYvAAAAABTd2DR,1000,09162000,31001_9998,3400,4,20.162,311.394
DEBY_LOD2_4955651,DEBYvAAAAABTd2ER,1000,09162000,31001_1000,1000,,12.668,95.519
DEBY_LOD2_4955652,DEBYvAAAAABTd2FF,1000,09162000,31001_1000,1000,4,19.074,179.534
DEBY_LOD2_4955653,DEBYvAAAAABTd2Hi,1000,09162000,31001_9998,2100,,13.832,128.216
DEBY_LOD2_4955654,DEBYvAAAAABTd2Ih,1000,09162000,31001_9998,3100,4,19.963,260.235
DEBY_LOD2_4955655,DEBYvAAAAABTd2J3,1000,09162000,31001_1000,2100,,11.364,119.302
DEBY_LOD2_4955656,DEBYvAAAAABTd2JU,1000,09162000,31001_1000,9999,4,19.166,239.814
DEBY_LOD2_4955657,DEBYvAAAAABTd2Ln,1000,09162000,31001_1000,3100,6,21.614,299.764
DEBY_LOD2_4955658,DEBYvAAAAABTd2Yz,1000,09162000,31001_9998,3100,4,20.289,497.266
DEBY_LOD2_4955659,DEBYvAAAAABTd2Vp,1000,09162000,31001_9998,1000,2,9.292,83.043
DEBY_LOD2_4955660,DEBYvAAAAABTd2Yt,1000,09162000,31001_9998,1000,4,21.721,323.347
DEBY_LOD2_4955661,DEBYvAAAAABTd2bE,1000,09162000,31001_9998,1000,,9.673,175.876
DEBY_LOD2_4955662,DEBYvAAAAABTd911,1000,09162000,31001_9998,2100,3,21.28,572.173
DEBY_LOD2_4955663,DEBYvAAAAABTd94I,1000,09162000,31001_9998,2100,2,5.201,199.741
DEBY_LOD2_4955664,DEBYvAAAAABTd94b,1000,09162000,31001_3020,1000,4,19.278,764.446
DEBY_LOD2_4955665,DEBYvAAAAABTd9cY,1000,09162000,31001_9998,2100,2,5.082,203.455
DEBY_LOD2_4955667,DEBYvAAAAABTd9b8,1000,09162000,31001_9998,1000,3,15.203,687.522
DEBY_LOD2_4955668,DEBYvAAAAABTd9bd,1000,09162000,31001_9998,3100,2,11.94,315.248
DEBY_LOD2_4955669,DEBYvAAAAABTd9bZ,1000,09162000,31001_9998,1000,2,9.142,143.053
DEBY_LOD2_4955670,DEBYvAAAAABTd9cG,1000,09162000,31001_9998,3100,3,13.125,386.487
DEBY_LOD2_4955671,DEBYvAAAAABTd9am,1000,09162000,31001_9998,2100,4,21.38,341.955
DEBY_LOD2_4955672,DEBYvAAAAABTd9aT,1000,09162000,31001_3065,2100,2,6.577,176.799
DEBY_LOD2_4955673,DEBYvAAAAABTd9aD,1000,09162000,31001_3065,2100,2,5.675,263.446
DEBY_LOD2_4955674,DEBYvAAAAABTd9Yw,1000,09162000,31001_1000,2100,4,20.02,150.798
DEBY_LOD2_4955675,DEBYvAAAAABTd9ZA,1000,09162000,31001_1000,2100,4,20.287,230.948
DEBY_LOD2_4955676,DEBYvAAAAABTd9Ya,1000,09162000,31001_1000,2100,3,13.052,125.323
DEBY_LOD2_4955677,DEBYvAAAAABTd9Yf,1000,09162000,31001_1000,3100,4,20.463,186.808
DEBY_LOD2_4955678,DEBYvAAAAABTd9Wo,1000,09162000,31001_9998,2100,2,6.739,78.812
DEBY_LOD2_4955679,DEBYvAAAAABTd9VK,1000,09162000,31001_9998,3100,3,8.516,131.978
DEBY_LOD2_4955680,DEBYvAAAAABTd9WE,1000,09162000,31001_9998,2100,2,6.737,79.266
DEBY_LOD2_4955681,DEBYvAAAAABTd9WS,1000,09162000,31001_9998,1000,1,3.95,40.725
DEBY_LOD2_4955682,DEBYvAAAAABTd9VN,1000,09162000,31001_3048,1000,2,7.462,316.681
DEBY_LOD2_4955683,DEBYvAAAAABTd9UZ,1000,09162000,31001_3048,1000,8,26.469,415.927
DEBY_LOD2_4955684,DEBYvAAAAABTd9UG,1000,09162000,31001_9998,1000,1,6.806,57.364
DEBY_LOD2_4955685,DEBYvAAAAABTd9Ux,1000,09162000,31001_9998,1000,1,3.022,45.595
DEBY_LOD2_4955687,DEBYvAAAAABTd9zq,1000,09162000,31001_9998,1000,2,6.481,128.599
DEBY_LOD2_4955688,DEBYvAAAAABTd91B,1000,09162000,31001_3041,3900,,16.806,324.630
DEBY_LOD2_4955689,DEBYvAAAAABTd90M,1000,09162000,31001_9998,3100,5,20.103,232.325
DEBY_LOD2_4955690,DEBYvAAAAABTd9x3,1000,09162000,31001_9998,1000,2,6.687,102.005
DEBY_LOD2_4955691,DEBYvAAAAABTd90i,1000,09162000,31001_9998,3100,4,19.77,316.387
DEBY_LOD2_4955692,DEBYvAAAAABTd9yi,1000,09162000,31001_9998,1000,3,10.563,152.905
DEBY_LOD2_4955693,DEBYvAAAAABTd9yH,1000,09162000,31001_9998,3100,4,19.342,285.003
DEBY_LOD2_4955694,DEBYvAAAAABTd9ve,1000,09162000,31001_9998,1000,3,10.667,127.559
DEBY_LOD2_4955695,DEBYvAAAAABTd9wp,1000,09162000,31001_1000,3100,4,20.611,197.298
DEBY_LOD2_4955696,DEBYvAAAAABTd9tL,1000,09162000,31001_9998,1000,2,11.618,108.570
DEBY_LOD2_4955697,DEBYvAAAAABTd9tI,1000,09162000,31001_9998,3100,4,20.029,148.693
DEBY_LOD2_4955698,DEBYvAAAAABTd9sK,1000,09162000,31001_9998,9999,2,6.937,49.668
DEBY_LOD2_4955699,DEBYvAAAAABTd9sH,1000,09162000,31001_1000,3100,4,19.418,377.837
DEBY_LOD2_4955700,DEBYvAAAAABTd9ox,1000,09162000,31001_9998,9999,2,6.996,72.401
DEBY_LOD2_4955701,DEBYvAAAAABTd9ps,1000,09162000,31001_9998,3100,4,17.513,225.469
DEBY_LOD2_4955703,DEBYvAAAAABTd9kn,1000,09162000,31001_1000,1000,,8.961,103.347
DEBY_LOD2_4955704,DEBYvAAAAABTd9lv,1000,09162000,31001_1000,3100,4,19.469,237.475
DEBY_LOD2_4955705,DEBYvAAAAABTd9oM,1000,09162000,31001_1000,3100,4,18.57,204.346
DEBY_LOD2_4955706,DEBYvAAAAABTd9iZ,1000,09162000,31001_1000,2100,2,11.992,51.779
DEBY_LOD2_4955707,DEBYvAAAAABTd9jt,1000,09162000,31001_1000,3100,3,12.637,109.484
DEBY_LOD2_4955708,DEBYvAAAAABTd9jK,1000,09162000,31001_1000,3100,4,18.89,211.990
DEBY_LOD2_4955711,DEBYvAAAAABTd9fs,1000,09162000,31001_1000,3100,4,19.342,317.884
DEBY_LOD2_4955712,DEBYvAAAAABTd8nH,1000,09162000,31001_1000,1000,3,14.982,85.346
DEBY_LOD2_4955713,DEBYvAAAAABTd8ku,1000,09162000,31001_1000,3100,4,21.063,206.403
DEBY_LOD2_4955715,DEBYvAAAAABTd8oO,1000,09162000,31001_1000,3100,4,20.814,214.382
DEBY_LOD2_4955716,DEBYvAAAAABTd8nZ,1000,09162000,31001_1000,1000,2,13.246,90.530
DEBY_LOD2_4955717,DEBYvAAAAABTd8ft,1000,09162000,31001_1000,3100,4,20.448,215.724
DEBY_LOD2_4955718,DEBYvAAAAABTd8h7,1000,09162000,31001_9998,2100,2,15.04,94.873
DEBY_LOD2_4955719,DEBYvAAAAABTd8dl,1000,09162000,31001_9998,3100,4,21.39,289.510
DEBY_LOD2_4955720,DEBYvAAAAABTd8g0,1000,09162000,31001_9998,3100,4,20.312,478.472
DEBY_LOD2_4955721,DEBYvAAAAABTd8hn,1000,09162000,31001_9998,3100,6,20.633,261.863
DEBY_LOD2_4955722,DEBYvAAAAABTd8Vz,1000,09162000,31001_2000,2100,,9.823,928.888
DEBY_LOD2_4955723,DEBYvAAAAABTd8WH,1000,09162000,31001_9998,3900,4,20.181,917.458
DEBY_LOD2_4955724,DEBYvAAAAABTd8bu,1000,09162000,31001_9998,3100,5,23.21,314.888
DEBY_LOD2_4955725,DEBYvAAAAABTd8Zw,1000,09162000,31001_1000,2100,4,22.423,330.572
DEBY_LOD2_4955726,DEBYvAAAAABTd8aV,1000,09162000,31001_9998,3200,5,20.88,247.800
DEBY_LOD2_4955727,DEBYvAAAAABTd9Ox,1000,09162000,31001_9998,3100,5,23.134,508.471
DEBY_LOD2_4955728,DEBYvAAAAABTd9Cb,1000,09162000,31001_9998,3100,5,22.053,247.112
DEBY_LOD2_4955729,DEBYvAAAAABTd9QD,1000,09162000,31001_9998,3300,2,12.731,190.798
DEBY_LOD2_4955730,DEBYvAAAAABTd9Sc,1000,09162000,31001_9998,1000,2,12.029,165.333
DEBY_LOD2_4955731,DEBYvAAAAABTd9FW,1000,09162000,31001_9998,3100,4,21.177,236.758
DEBY_LOD2_4955732,DEBYvAAAAABTd9Da,1000,09162000,31001_9998,1000,2,6.326,52.103
DEBY_LOD2_4955733,DEBYvAAAAABTd9FZ,1000,09162000,31001_1000,3100,6,21.438,142.940
DEBY_LOD2_4955734,DEBYvAAAAABTd9Il,1000,09162000,31001_1000,3100,6,22.28,222.281
DEBY_LOD2_4955735,DEBYvAAAAABTd9Hm,1000,09162000,31001_9998,3200,5,19.942,338.143
DEBY_LOD2_4955736,DEBYvAAAAABTd9Jz,1000,09162000,31001_9998,3200,4,19.731,233.694
DEBY_LOD2_4955737,DEBYvAAAAABTd81i,1000,09162000,31001_9998,9999,2,8.19,90.888
DEBY_LOD2_4955738,DEBYvAAAAABTd8zp,1000,09162000,31001_9998,3200,4,20.774,229.918
DEBY_LOD2_4955739,DEBYvAAAAABTd807,1000,09162000,31001_9998,3200,5,23.77,406.761
DEBY_LOD2_4955740,DEBYvAAAAABTd83Z,1000,09162000,31001_9998,3200,5,21.132,140.995
DEBY_LOD2_4955741,DEBYvAAAAABTd866,1000,09162000,31001_9998,3100,5,21.288,147.115
DEBY_LOD2_4955742,DEBYvAAAAABTd88y,1000,09162000,31001_9998,3100,5,21.635,150.009
DEBY_LOD2_4955743,DEBYvAAAAABTd867,1000,09162000,31001_9998,9999,2,7.775,85.875
DEBY_LOD2_4955744,DEBYvAAAAABTd9An,1000,09162000,31001_9998,3100,5,21.58,248.748
DEBY_LOD2_4955747,DEBYvAAAAABTd8pW,1000,09162000,31001_9998,3100,5,22.49,240.627
DEBY_LOD2_4955748,DEBYvAAAAABTd8tk,1000,09162000,31001_9998,3100,6,21.401,211.101
DEBY_LOD2_4955749,DEBYvAAAAABTd8uz,1000,09162000,31001_9998,3100,6,21.453,203.142
DEBY_LOD2_4955750,DEBYvAAAAABTd8xe,1000,09162000,31001_9998,3100,5,21.408,225.939
DEBY_LOD2_4955751,DEBYvAAAAABTd8xd,1000,09162000,31001_9998,3200,5,22.04,181.130
DEBY_LOD2_4955752,DEBYvAAAAABTd8ym,1000,09162000,31001_9998,3200,5,20.73,422.364
DEBY_LOD2_4955753,DEBYvAAAAABTd8yS,1000,09162000,31001_9998,3200,4,18.898,186.596
DEBY_LOD2_4955754,DEBYvAAAAABTd7kB,1000,09162000,31001_9998,3100,5,18.98,169.460
DEBY_LOD2_4955755,DEBYvAAAAABTd7kf,1000,09162000,31001_9998,3100,5,18.97,200.429
DEBY_LOD2_4955756,DEBYvAAAAABTd9tj,1000,09162000,31001_9998,3100,4,19.362,233.099
DEBY_LOD2_4955757,DEBYvAAAAABTd9tk,1000,09162000,31001_9998,1000,6,18.762,245.621
DEBY_LOD2_4955758,DEBYvAAAAABTd9qT,1000,09162000,31001_9998,1000,3,14.043,153.633
DEBY_LOD2_4955759,DEBYvAAAAABTd9rr,1000,09162000,31001_9998,2100,5,22.174,226.012
DEBY_LOD2_4955760,DEBYvAAAAABTd9qj,1000,09162000,31001_1000,3100,7,22.599,161.707
DEBY_LOD2_4955761,DEBYvAAAAABTd9lN,1000,09162000,31001_1000,3100,6,22.665,206.814
DEBY_LOD2_4955762,DEBYvAAAAABTd9iM,1000,09162000,31001_1000,2100,7,21.907,165.359
DEBY_LOD2_4955763,DEBYvAAAAABTd9im,1000,09162000,31001_1000,3100,6,22.512,195.793
DEBY_LOD2_4955764,DEBYvAAAAABTd9ey,1000,09162000,31001_1000,3100,5,20.423,237.989
DEBY_LOD2_4955765,DEBYvAAAAABTd8mZ,1000,09162000,31001_9998,3100,5,20.8,201.290
DEBY_LOD2_4955766,DEBYvAAAAABTd9gL,1000,09162000,31001_9998,3100,5,20.637,226.560
DEBY_LOD2_4955767,DEBYvAAAAABTd8lG,1000,09162000,31001_9998,2100,4,21.01,274.302
DEBY_LOD2_4955768,DEBYvAAAAABTd8j9,1000,09162000,31001_9998,1000,3,15.255,80.990
DEBY_LOD2_4955769,DEBYvAAAAABTd8dw,1000,09162000,31001_9998,3100,4,19.92,327.051
DEBY_LOD2_4955770,DEBYvAAAAABTd8dS,1000,09162000,31001_9998,2100,2,10.7,100.779
DEBY_LOD2_4955771,DEBYvAAAAABTd8dR,1000,09162000,31001_1000,3100,4,20.401,238.644
DEBY_LOD2_4955772,DEBYvAAAAABTd8g1,1000,09162000,31001_1000,2100,2,8.783,79.883
DEBY_LOD2_4955773,DEBYvAAAAABTd8gM,1000,09162000,31001_9998,3100,5,18.311,331.820
DEBY_LOD2_4955774,DEBYvAAAAABTd8hQ,1000,09162000,31001_9998,3100,5,19.185,199.172
DEBY_LOD2_4955775,DEBYvAAAAABTd8Y5,1000,09162000,31001_9998,3100,5,17.852,198.644
DEBY_LOD2_4955776,DEBYvAAAAABTd8X2,1000,09162000,31001_1000,2100,2,10.586,117.214
DEBY_LOD2_4955777,DEBYvAAAAABTd8Yx,1000,09162000,31001_1000,3100,4,19.99,249.732
DEBY_LOD2_4955778,DEBYvAAAAABTd8VZ,1000,09162000,31001_1000,9999,2,9.87,96.390
DEBY_LOD2_4955779,DEBYvAAAAABTd8Wb,1000,09162000,31001_1000,3100,4,20.904,290.279
DEBY_LOD2_4955780,DEBYvAAAAABTd8b6,1000,09162000,31001_9998,2100,3,14.428,83.553
DEBY_LOD2_4955781,DEBYvAAAAABTd8Zo,1000,09162000,31001_9998,3100,4,21.153,282.110
DEBY_LOD2_4955782,DEBYvAAAAABTd9OB,1000,09162000,31001_1000,3100,5,20.48,225.931
DEBY_LOD2_4955783,DEBYvAAAAABTd9Mh,1000,09162000,31001_1000,3100,5,19.613,210.444
DEBY_LOD2_4955784,DEBYvAAAAABTd9OZ,1000,09162000,31001_1000,3100,3,14.506,149.099
DEBY_LOD2_4955785,DEBYvAAAAABTd9Qe,1000,09162000,31001_1000,1000,4,20.172,206.746
DEBY_LOD2_4955786,DEBYvAAAAABTd9S4,1000,09162000,31001_9998,3100,4,19.106,220.366
DEBY_LOD2_4955787,DEBYvAAAAABTd9C6,1000,09162000,31001_1000,3100,4,20.626,167.613
DEBY_LOD2_4955788,DEBYvAAAAABTd9De,1000,09162000,31001_1000,3100,6,21.824,155.568
DEBY_LOD2_4955789,DEBYvAAAAABTd9EU,1000,09162000,31001_9998,3100,6,21.864,221.659
DEBY_LOD2_4955791,DEBYvAAAAABTd9JC,1000,09162000,31001_9998,1000,7,25.462,521.675
DEBY_LOD2_4955792,DEBYvAAAAABTd8zk,1000,09162000,31001_9998,3100,3,12.971,430.284
DEBY_LOD2_4955793,DEBYvAAAAABTd81p,1000,09162000,31001_9998,2100,3,12.78,99.361
DEBY_LOD2_4955794,DEBYvAAAAABTd80n,1000,09162000,31001_9998,3100,2,14.691,187.627
DEBY_LOD2_4955795,DEBYvAAAAABTd84k,1000,09162000,31001_9998,3100,4,26.541,469.409
DEBY_LOD2_4955796,DEBYvAAAAABTd88i,1000,09162000,31001_9998,3100,5,26.37,219.086
DEBY_LOD2_4955798,DEBYvAAAAABTd8re,1000,09162000,31001_9998,3100,2,10.79,211.967
DEBY_LOD2_4955799,DEBYvAAAAABTd8tS,1000,09162000,31001_9998,2100,,5.409,114.097
DEBY_LOD2_4955800,DEBYvAAAAABTd8tw,1000,09162000,31001_9998,3200,3,11.946,194.721
DEBY_LOD2_4955801,DEBYvAAAAABTd8pq,1000,09162000,31001_9998,2100,2,7.896,88.683
DEBY_LOD2_4955807,DEBYvAAAAABTd7sr,1000,09162000,31001_1000,3100,5,23.16,266.240
DEBY_LOD2_4955808,DEBYvAAAAABTd7pE,1000,09162000,31001_1000,3100,4,21.42,287.597
DEBY_LOD2_4955809,DEBYvAAAAABTd7xz,1000,09162000,31001_1000,3200,4,14.49,215.753
DEBY_LOD2_4955810,DEBYvAAAAABTd7x5,1000,09162000,31001_1000,3100,5,20.84,151.502
DEBY_LOD2_4955811,DEBYvAAAAABTd7zw,1000,09162000,31001_1000,3200,4,17.73,194.696
DEBY_LOD2_4955812,DEBYvAAAAABTd70T,1000,09162000,31001_9998,3100,4,20.97,265.862
DEBY_LOD2_4955813,DEBYvAAAAABTd7uI,1000,09162000,31001_9998,1000,4,17.109,107.007
DEBY_LOD2_4955814,DEBYvAAAAABTd758,1000,09162000,31001_9998,3100,5,17.821,318.592
DEBY_LOD2_4955815,DEBYvAAAAABTd77R,1000,09162000,31001_9998,1000,1,3.363,112.830
DEBY_LOD2_4955816,DEBYvAAAAABTd77o,1000,09162000,31001_9998,3100,5,18.6,190.279
DEBY_LOD2_4955817,DEBYvAAAAABTd77E,1000,09162000,31001_9998,3100,5,19.28,253.104
DEBY_LOD2_4955818,DEBYvAAAAABTd72n,1000,09162000,31001_1000,2100,1,15.764,111.104
DEBY_LOD2_4955819,DEBYvAAAAABTd73q,1000,09162000,31001_1000,2100,1,15.094,105.110
DEBY_LOD2_4955821,DEBYvAAAAABTd78G,1000,09162000,31001_9998,3100,5,25.74,442.080
DEBY_LOD2_4955822,DEBYvAAAAABTd8LL,1000,09162000,31001_1000,3100,6,26.09,246.913
DEBY_LOD2_4955860,DEBYvAAAAABSxzxl,1000,09162000,31001_3000,1000,11,48.184,12072.224
DEBY_LOD2_4955861,DEBYvAAAAABTd2gv,1000,09162000,31001_1000,3100,4,22.254,276.737
DEBY_LOD2_4955862,DEBYvAAAAABTd2fw,1000,09162000,31001_1000,3100,4,20.942,369.447
DEBY_LOD2_4955863,DEBYvAAAAABTdzGX,1000,09162000,31001_9998,3100,4,20.56,332.947
DEBY_LOD2_4955864,DEBYvAAAAABTdzEr,1000,09162000,31001_9998,1000,,4.248,145.104
DEBY_LOD2_4955865,DEBYvAAAAABTdzBG,1000,09162000,31001_1000,3100,4,20.27,307.576
DEBY_LOD2_4955866,DEBYvAAAAABTdzA3,1000,09162000,31001_1000,3100,3,16.522,184.139
DEBY_LOD2_4955867,DEBYvAAAAABTdy6j,1000,09162000,31001_9998,3100,4,20.34,294.625
DEBY_LOD2_4955868,DEBYvAAAAABTdy6D,1000,09162000,31001_9998,3100,3,16.58,184.912
DEBY_LOD2_4955869,DEBYvAAAAABTdy3b,1000,09162000,31001_1000,3100,4,20.405,257.338
DEBY_LOD2_4955870,DEBYvAAAAABTdy0h,1000,09162000,31001_9998,3100,4,20.556,267.699
DEBY_LOD2_4955871,DEBYvAAAAABTdyux,1000,09162000,31001_1000,3100,5,20.17,213.805
DEBY_LOD2_4955872,DEBYvAAAAABTdysG,1000,09162000,31001_1000,3100,4,19.047,246.497
DEBY_LOD2_4955873,DEBYvAAAAABTdyqC,1000,09162000,31001_1000,3100,3,14.77,214.018
DEBY_LOD2_4955874,DEBYvAAAAABTdypU,1000,09162000,31001_9998,3100,5,20.373,199.819
DEBY_LOD2_4955875,DEBYvAAAAABTdyo2,1000,09162000,31001_9998,3100,3,15.053,196.525
DEBY_LOD2_4955876,DEBYvAAAAABTdyis,1000,09162000,31001_9998,3100,4,20.213,227.107
DEBY_LOD2_4955877,DEBYvAAAAABTdyiy,1000,09162000,31001_9998,2100,3,15.768,203.340
DEBY_LOD2_4955878,DEBYvAAAAABTdygM,1000,09162000,31001_9998,3100,5,20.348,230.519
DEBY_LOD2_4955879,DEBYvAAAAABTdycq,1000,09162000,31001_9998,3100,2,9.7,131.499
DEBY_LOD2_4955880,DEBYvAAAAABTdydt,1000,09162000,31001_1000,3100,5,20.92,257.873
DEBY_LOD2_4956130,DEBYvAAAAABTzICj,1000,09162000,31001_1000,3200,7,25.757,504.697
DEBY_LOD2_4956131,DEBYvAAAAABTzH8G,1000,09162000,31001_9998,3100,5,24.987,130.075
DEBY_LOD2_4956132,DEBYvAAAAABTzHsu,1000,09162000,31001_1000,3200,5,22.358,288.191
DEBY_LOD2_4956134,DEBYvAAAAABTy3BU,1000,09162000,31001_9998,3200,6,25.27,349.036
DEBY_LOD2_4956135,DEBYvAAAAABTy29I,1000,09162000,31001_9998,3100,6,26.368,161.614
DEBY_LOD2_4956136,DEBYvAAAAABTy2lQ,1000,09162000,31001_9998,9999,6,25.932,282.392
DEBY_LOD2_4956137,DEBYvAAAAABTdl3b,1000,09162000,31001_1000,3100,4,21.442,371.954
DEBY_LOD2_4956146,DEBYvAAAAABTdqT9,1000,09162000,31001_1000,3100,5,22.356,140.228
DEBY_LOD2_4956147,DEBYvAAAAABTdqT3,1000,09162000,31001_1000,2100,,21.94,44.486
DEBY_LOD2_4956148,DEBYvAAAAABTdqKe,1000,09162000,31001_1000,3100,5,21.702,173.136
DEBY_LOD2_4956187,DEBYvAAAAABTzHtv,1000,09162000,31001_2000,1000,,6.456,300.939
DEBY_LOD2_4956190,DEBYvAAAAABTzI8f,1000,09162000,31001_9998,1000,2,7.71,111.909
DEBY_LOD2_4956191,DEBYvAAAAABTzJL5,1000,09162000,31001_2000,1000,,2.483,17.575
DEBY_LOD2_4956192,DEBYvAAAAABTy2OM,1000,09162000,31001_2000,1000,,4.448,10.978
DEBY_LOD2_4956193,DEBYvAAAAABTy2j6,1000,09162000,31001_2000,1000,2,7.753,63.186
DEBY_LOD2_4956194,DEBYvAAAAABTy2m0,1000,09162000,31001_2000,9999,2,7.864,52.020
DEBY_LOD2_4956195,DEBYvAAAAABTy2oJ,1000,09162000,31001_2000,1000,1,4.124,32.479
DEBY_LOD2_4956196,DEBYvAAAAABTy2ty,1000,09162000,31001_1000,2100,2,10.023,44.819
DEBY_LOD2_4956197,DEBYvAAAAABTy2TC,1000,09162000,31001_2000,1000,1,3.473,132.076
DEBY_LOD2_4956198,DEBYvAAAAABTy2SS,1000,09162000,31001_2000,2100,2,11.4,137.043
DEBY_LOD2_4956201,DEBYvAAAAABTy1ll,1000,09162000,31001_2000,1000,1,3.737,11.506
DEBY_LOD2_4956203,DEBYvAAAAABTy12G,1000,09162000,31001_2000,1000,,3.56,60.433
DEBY_LOD2_4956204,DEBYvAAAAABTy67e,1000,09162000,31001_2000,1000,,3.769,87.593
DEBY_LOD2_4956205,DEBYvAAAAABTy6xg,1000,09162000,31001_2000,9999,,8.457,69.222
DEBY_LOD2_4956206,DEBYvAAAAABTy6zl,1000,09162000,31001_2000,1000,,4.984,50.922
DEBY_LOD2_4956207,DEBYvAAAAABTy63D,1000,09162000,31001_2000,2100,,4.028,20.329
DEBY_LOD2_4956208,DEBYvAAAAABTy631,1000,09162000,31001_2000,1000,,4.378,53.727
DEBY_LOD2_4956215,DEBYvAAAAABTy6rQ,1000,09162000,31001_2000,2100,,6.633,156.041
DEBY_LOD2_4956216,DEBYvAAAAABTy6rJ,1000,09162000,31001_2000,2100,,6.367,64.261
DEBY_LOD2_4956217,DEBYvAAAAABTy6t4,1000,09162000,31001_2000,3100,,10.629,50.344
DEBY_LOD2_4956218,DEBYvAAAAABTy6wX,1000,09162000,31001_1000,1000,,3.894,41.407
DEBY_LOD2_4956219,DEBYvAAAAABTy5vs,1000,09162000,31001_2000,1000,,6.135,66.822
DEBY_LOD2_4956222,DEBYvAAAAABTy5nz,1000,09162000,31001_2000,1000,2,6.919,34.394
DEBY_LOD2_4956223,DEBYvAAAAABTy5qQ,1000,09162000,31001_2000,1000,1,4.39,58.763
DEBY_LOD2_4956224,DEBYvAAAAABTy5sE,1000,09162000,31001_9998,2100,2,9.765,55.612
DEBY_LOD2_4956225,DEBYvAAAAABTy5rV,1000,09162000,31001_2000,1000,,2.825,11.262
DEBY_LOD2_4956226,DEBYvAAAAABTy5gh,1000,09162000,31001_2000,1000,,2.577,9.331
DEBY_LOD2_4956229,DEBYvAAAAABTy5iH,1000,09162000,31001_2000,1000,1,4.1,50.415
DEBY_LOD2_4956230,DEBYvAAAAABTy5YO,1000,09162000,31001_2000,1000,2,5.312,39.613
DEBY_LOD2_4956231,DEBYvAAAAABTy5aE,1000,09162000,31001_2000,1000,1,4.735,31.740
DEBY_LOD2_4956232,DEBYvAAAAABTy5eM,1000,09162000,31001_2000,1000,,6.982,51.630
DEBY_LOD2_4956233,DEBYvAAAAABTy5a7,1000,09162000,31001_2000,1000,1,3.906,36.989
DEBY_LOD2_4956234,DEBYvAAAAABTy5bY,1000,09162000,31001_2000,1000,,7.013,29.909
DEBY_LOD2_4956235,DEBYvAAAAABTy5QS,1000,09162000,31001_2000,2100,,7.488,65.723
DEBY_LOD2_4956236,DEBYvAAAAABTy5Rp,1000,09162000,31001_2000,2100,,9.959,75.982
